title,year,metascore,runtime_min,director,stars,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_History,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_News,GENRE_Romance,GENRE_Sci-Fi,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western,MPAA_NC-17,MPAA_NR,MPAA_PG,MPAA_PG-13,MPAA_R,awarded_director,awarded_stars
The Year of Spectacular Men,2017,61.0,102.0,Lea Thompson,"Madelyn Deutch, Jesse Bradford, Cameron Monaghan, Brandon T. Jackson",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
And Then I Go,2017,77.0,99.0,Vincent Grashaw,"Arman Darbo, Melonie Diaz, Lucy Shepard, Tony Hale",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Becks,2017,64.0,98.0,Daniel Powell,"Lena Hall, Mena Suvari, Christine Lahti, Dan Fogler",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Ali's Wedding,2017,64.0,110.0,Jeffrey Walker,"Osamah Sami, Don Hany, Helana Sawires, Robert Rabiah",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Hunter's Prayer,2017,35.0,91.0,Jonathan Mostow,"Sam Worthington, Odeya Rush, Allen Leech, Amy Landecker",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Good Time,2017,80.0,102.0,Benny Safdie,"Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Buddy Duress",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
47 Meters Down,2017,52.0,89.0,Johannes Roberts,"Mandy Moore, Claire Holt, Matthew Modine, Chris Johnson",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kill Switch,2017,31.0,91.0,Tim Smit,"Dan Stevens, Bérénice Marlohe, Tygo Gernandt, Charity Wakefield",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
The Circle,2017,43.0,110.0,James Ponsoldt,"Emma Watson, Tom Hanks, John Boyega, Ellar Coltrane",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Bombshell: The Hedy Lamarr Story,2017,70.0,88.0,Alexandra Dean,"Hedy Lamarr, Mel Brooks, Jennifer Hom, Anthony Loder",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sweet Virginia,2017,72.0,93.0,Jamie M. Dagg,"Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Aftermath,2017,44.0,94.0,Elliott Lester,"Arnold Schwarzenegger, Scoot McNairy, Maggie Grace, Judah Nelson",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Stratton,2017,26.0,95.0,Simon West,"Dominic Cooper, Austin Stowell, Gemma Chan, Connie Nielsen",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bomb City,2017,65.0,98.0,Jameson Brooks,"Dave Davis, Glenn Morshower, Luke Shelton, Henry Knotts",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mr. Roosevelt,2017,73.0,90.0,Noël Wells,"Noël Wells, Nick Thune, Britt Lower, Daniella Pineda",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Strange Ones,2017,57.0,81.0,Christopher Radcliff,"Alex Pettyfer, James Freedson-Jackson, Emily Althaus, Gene Jones",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68 Kill,2017,56.0,93.0,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Fist Fight,2017,37.0,91.0,Richie Keen,"Ice Cube, Charlie Day, Tracy Morgan, Christina Hendricks",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Freak Show,2017,54.0,91.0,Trudie Styler,"Alex Lawther, Ian Nelson, AnnaSophia Robb, Celia Weston",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wheeler,2017,58.0,100.0,Ryan Ross,"Stephen Dorff, Kris Kristofferson, Audrey Spillman, Bobby Tomberlin",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"No Date, No Signature",2017,71.0,99.0,Vahid Jalilvand,"Navid Mohammadzadeh, Amir Aghaee, Hediyeh Tehrani, Zakieh Behbahani",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Incredible Jessica James,2017,72.0,85.0,Jim Strouse,"Jessica Williams, Chris O'Dowd, LaKeith Stanfield, Noël Wells",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Band Aid,2017,67.0,91.0,Zoe Lister-Jones,"Zoe Lister-Jones, Adam Pally, Fred Armisen, Susie Essman",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Call Me by Your Name,2017,93.0,132.0,Luca Guadagnino,"Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Golden Exits,2017,71.0,94.0,Alex Ross Perry,"Emily Browning, Adam Horovitz, Mary-Louise Parker, Lily Rabe",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
T2 Trainspotting,2017,67.0,117.0,Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Robert Carlyle",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dim the Fluorescents,2017,65.0,128.0,Daniel Warth,"Claire Armstrong, Naomi Skwarna, Andreana Callegarini-Gradzik, Brendan Hobin",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wind River,2017,73.0,107.0,Taylor Sheridan,"Kelsey Asbille, Jeremy Renner, Julia Jones, Teo Briones",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Little Hours,2017,69.0,90.0,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Contract to Kill,2016,3.0,90.0,Keoni Waxman,"Steven Seagal, Russell Wong, Jemma Dallender, Mircea Drambareanu",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Founder,2016,66.0,115.0,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Owaranai hito: Miyazaki Hayao,2016,64.0,70.0,Kaku Arakawa,"Hayao Miyazaki, Toshio Suzuki, Yuhei Sakuragi, Yukinori Nakamura",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Comedian,2016,40.0,120.0,Taylor Hackford,"Robert De Niro, Leslie Mann, Danny DeVito, Edie Falco",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
My Dead Boyfriend,2016,25.0,90.0,Anthony Edwards,"Heather Graham, Scott Michael Foster, Katherine Moennig, Griffin Dunne",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
In This Corner of the World,2016,73.0,129.0,Sunao Katabuchi,"Non, Ava Pickard, Kenna Pickard, Karen Strassman",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
This Beautiful Fantastic,2016,51.0,100.0,Simon Aboud,"Mia Farkasovska, Jessica Brown Findlay, Anna Chancellor, Jeremy Irvine",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Lost City of Z,2016,78.0,141.0,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Billy Lynn's Long Halftime Walk,2016,53.0,113.0,Ang Lee,"Joe Alwyn, Garrett Hedlund, Arturo Castro, Mason Lee",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Max Steel,2016,22.0,92.0,Stewart Hendler,"Ben Winchell, Josh Brener, Maria Bello, Andy Garcia",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mindhorn,2016,70.0,89.0,Sean Foley,"Julian Barratt, Simon Farnaby, Essie Davis, Steve Coogan",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Letters From Baghdad,2016,71.0,95.0,Sabine Krayenbühl,"Tilda Swinton, Michael Higgs, Eric Loscheider, Rachael Stirling",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Autumn Lights,2016,37.0,98.0,Angad Aulakh,"Guy Kent, Marta Gastini, Sveinn Ólafur Gunnarsson, Thora Bjorg Helga",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Vessel,2016,67.0,86.0,Julio Quintana,"Lucas Quintana, Martin Sheen, Jacqueline Duprey, Aris Mejias",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cardboard Boxer,2016,41.0,88.0,Knate Lee,"Thomas Haden Church, Terrence Howard, Boyd Holbrook, Rhys Wakefield",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",2016,63.0,91.0,Fred Peabody,"I.F. Stone, Chris Hedges, Leslie Moonves, Jeff Cohen",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Before the Flood,2016,63.0,96.0,Fisher Stevens,"Leonardo DiCaprio, Ki-moon Ban, Alejandro G. Iñárritu, Mike Brune",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Catfight,2016,66.0,95.0,Onur Tukel,"Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Colossal,2016,70.0,109.0,Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Austin Stowell, Tim Blake Nelson",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Free Fire,2016,63.0,91.0,Ben Wheatley,"Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
In Dubious Battle,2016,43.0,110.0,James Franco,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Norman,2016,75.0,118.0,Joseph Cedar,"Richard Gere, Lior Ashkenazi, Michael Sheen, Steve Buscemi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Brimstone,2016,45.0,148.0,Martin Koolhoven,"Guy Pearce, Dakota Fanning, Emilia Jones, Carice van Houten",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Nocturnal Animals,2016,67.0,116.0,Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Morgan,2016,48.0,92.0,Luke Scott,"Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
USS Indianapolis: Men of Courage,2016,30.0,128.0,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mechanic: Resurrection,2016,38.0,98.0,Dennis Gansel,"Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Girl with All the Gifts,2016,67.0,111.0,Colm McCarthy,"Sennia Nanua, Fisayo Akinade, Dominique Tipper, Paddy Considine",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Shin Godzilla,2016,67.0,120.0,Hideaki Anno,"Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Osugi",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Dark Song,2016,71.0,100.0,Liam Gavin,"Steve Oram, Catherine Walker, Susan Loughnane, Mark Huberman",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Free State of Jones,2016,53.0,139.0,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Red Christmas,2016,52.0,82.0,Craig Anderson,"Dee Wallace, Geoff Morrell, Sarah Bishop, David Collins",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Salt and Fire,2016,44.0,98.0,Werner Herzog,"Veronica Ferres, Michael Shannon, Gael García Bernal, Volker Michalowski",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Collide,2016,33.0,99.0,Eran Creevy,"Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Tracktown,2016,64.0,88.0,Alexi Pappas,"Alexi Pappas, Chase Offerle, Rachel Dratch, Andy Buckley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
London Town,2016,46.0,92.0,Derrick Borte,"Jonathan Rhys Meyers, Daniel Huttlestone, Dougray Scott, Natascha McElhone",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blood Father,2016,66.0,88.0,Jean-François Richet,"Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Neon Demon,2016,51.0,117.0,Nicolas Winding Refn,"Elle Fanning, Christina Hendricks, Keanu Reeves, Karl Glusman",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Risk,2016,72.0,86.0,Laura Poitras,"Julian Assange, Sarah Harrison, Jacob Appelbaum, Joseph Farrell",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cell,2016,38.0,98.0,Tod Williams,"John Cusack, Samuel L. Jackson, Isabelle Fuhrman, Clark Sarullo",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
After the Storm,2016,84.0,118.0,Hirokazu Koreeda,"Hiroshi Abe, Yôko Maki, Satomi Kobayashi, Lily Franky",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Loving,2016,79.0,123.0,Jeff Nichols,"Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Hell or High Water,2016,88.0,102.0,David Mackenzie,"Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Transfiguration,2016,65.0,97.0,Michael O'Shea,"Eric Ruffin, Karin Cherches, Luis Scott, Dangelo Bonneli",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Raw,2016,81.0,99.0,Julia Ducournau,"Garance Marillier, Ella Rumpf, Rabah Nait Oufella, Laurent Lucas",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Train to Busan,2016,72.0,118.0,Sang-ho Yeon,"Yoo Gong, Yu-mi Jung, Dong-seok Ma, Su-an Kim",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Hollow Point,2016,41.0,97.0,Gonzalo López-Gallego,"Patrick Wilson, Ian McShane, John Leguizamo, Lynn Collins",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Precious Cargo,2016,27.0,90.0,Max Adams,"Bruce Willis, Mark-Paul Gosselaar, Claire Forlani, Jenna B. Kelly",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sundown,2016,10.0,103.0,Fernando Lebrija,"Devon Werkheiser, Sean Marquette, Silverio Palacios, Camilla Belle",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Take,2016,48.0,92.0,James Watkins,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Between Us,2016,64.0,100.0,Rafael Palacio Illingworth,"Analeigh Tipton, Lesley Ann Warren, Olivia Thirlby, Adam Goldberg",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dean,2016,58.0,94.0,Demetri Martin,"Demetri Martin, Kevin Kline, Gillian Jacobs, Mary Steenburgen",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Folk Hero & Funny Guy,2016,64.0,88.0,Jeff Grace,"Alex Karpovsky, Wyatt Russell, Meredith Hagner, Melanie Lynskey",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Little Boxes,2016,52.0,84.0,Rob Meyer,"Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All We Had,2016,48.0,105.0,Katie Holmes,"Katie Holmes, Stefania LaVie Owen, Eve Lindley, Richard Kind",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All This Panic,2016,73.0,79.0,Jenny Gage,"Dusty Rose Ryan, Delia Cunningham, Lena M., Ginger Leigh Ryan",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Two Trains Runnin',2016,81.0,80.0,Sam Pollard,"Taylor Branch, Gary Clark Jr., Common, Dave Dennis",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rainbow Time,2016,55.0,91.0,Linas Phillips,"Linas Phillips, Melanie Lynskey, Timm Sharp, Davie-Blue",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Don't Think Twice,2016,83.0,92.0,Mike Birbiglia,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Chris Gethard",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Little Sister,2016,74.0,91.0,Zach Clark,"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donald Cried,2016,72.0,85.0,Kris Avedisian,"Jesse Wakeman, Kris Avedisian, William Billington, Louisa Krause",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Father Die,2016,42.0,90.0,Sean Brosnan,"Gabe White, Chester Rushing, Trina LaFargue, Gary Stretch",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Triple 9,2016,52.0,115.0,John Hillcoat,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,2016,33.0,85.0,Puk Grasten,"Samira Wiley, Michael Potts, Maria Dizzia, Jamie Harrold",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Love Witch,2016,82.0,120.0,Anna Biller,"Samantha Robinson, Jeffrey Vincent Parise, Laura Waddell, Gian Keys",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Carnage Park,2016,48.0,90.0,Mickey Keating,"Ashley Bell, Pat Healy, James Landry Hébert, Michael Villar",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Holy Hell,2016,64.0,100.0,Will Allen,"Will Allen, Dimitrius Pulido, Phillipe Coquet, David Christopher",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Blackout Experiments,2016,49.0,78.0,Rich Fox,"Andrew Gallagher, Allison Fogarty, Bob Glouberman, Abel Horwitz",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southside with You,2016,74.0,84.0,Richard Tanne,"Tika Sumpter, Parker Sawyers, Vanessa Bell Calloway, Phillip Edward Van Lear",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gleason,2016,80.0,110.0,Clay Tweel,"Steve Gleason, Mike Gleason, Scott Fujita, Mike McKenzie",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Manchester by the Sea,2016,96.0,137.0,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Hunt for the Wilderpeople,2016,81.0,101.0,Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swiss Army Man,2016,64.0,97.0,Dan Kwan,"Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lost in the Sun,2016,34.0,95.0,Trey Nelson,"Josh Duhamel, Josh Wiggins, Lynn Collins, Emma Fuhrmann",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Standoff,2016,36.0,80.0,Adam Alleca,"Thomas Jane, Laurence Fishburne, Joanna Douglas, Ella Ballentine",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Extraction,2015,25.0,82.0,Steven C. Miller,"Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Eddie the Eagle,2015,54.0,106.0,Dexter Fletcher,"Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hateful Eight,2015,68.0,168.0,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
In the Heart of the Sea,2015,47.0,122.0,Ron Howard,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson, Ben Whishaw",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Condemned,2015,14.0,83.0,Eli Morgan Gesner,"Dylan Penn, Ronen Rubinstein, Genevieve Hudson-Price, Honor Titus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jane Wants a Boyfriend,2015,51.0,101.0,William Sullivan,"Louisa Krause, Gabriel Ebert, Eliza Dushku, Polly Draper",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
It Had to Be You,2015,68.0,85.0,Sasha Gordon,"Cristin Milioti, Dan Soder, Halley Feiffer, Kate Simses",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tank 432,2015,43.0,88.0,Nick Gillespie,"Rupert Evans, Steve Garry, Deirdre Mullins, Michael Smiley",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
